,x,y
59,-8.81881881881882,-283.29216501935184
60,-8.7987987987988,-296.8006496007294
61,-8.77877877877878,-279.18758388588617
62,-8.75875875875876,-299.9092925408553
63,-8.73873873873874,-343.6178911456919
64,-8.71871871871872,-246.49394239545353
65,-8.6986986986987,-273.5254666140009
66,-8.67867867867868,-333.0271651916059
67,-8.65865865865866,-226.4685967788558
68,-8.63863863863864,-293.07269908612824
69,-8.618618618618619,-243.2201679168173
70,-8.598598598598599,-207.48212789309775
71,-8.578578578578579,-235.6162661430025
72,-8.558558558558559,-183.23364644401022
73,-8.538538538538539,-300.0927299184196
74,-8.518518518518519,-216.3915802385366
75,-8.498498498498499,-268.9158313360779
76,-8.478478478478479,-276.39126576263124
77,-8.458458458458459,-259.9793660069155
78,-8.438438438438439,-244.80935271875924
79,-8.418418418418419,-224.62764715099337
80,-8.398398398398399,-283.90691518598834
81,-8.378378378378379,-178.83090434555663
82,-8.358358358358359,-198.82118484314987
83,-8.338338338338339,-297.1578177977581
84,-8.318318318318319,-144.18357489401393
85,-8.298298298298299,-122.06147725569035
86,-8.278278278278279,-156.185885274047
87,-8.258258258258259,-222.39918562669726
88,-8.238238238238239,-265.227783072753
89,-8.218218218218219,-157.26387789676693
90,-8.198198198198199,-228.4507038508881
91,-8.178178178178179,-145.4840511826763
92,-8.158158158158159,-194.51603586604216
93,-8.138138138138139,-154.43032081016182
94,-8.118118118118119,-183.7854243643202
95,-8.098098098098099,-164.6255170542219
96,-8.078078078078079,-197.78854124849937
97,-8.058058058058059,-107.38829591776745
98,-8.038038038038039,-188.71338174205061
99,-8.018018018018019,-173.34554733267822
100,-7.997997997997998,-97.68234907114726
101,-7.977977977977978,-257.6315206193499
102,-7.957957957957958,-252.18029227185838
103,-7.937937937937938,-138.60744879994763
104,-7.917917917917918,-244.1634393266208
105,-7.897897897897898,-86.76491358215661
106,-7.877877877877878,-203.07432055481667
107,-7.857857857857858,-218.22218152743062
108,-7.837837837837838,-83.1670557841481
109,-7.817817817817818,-103.7617563312876
110,-7.797797797797798,-82.89148524644445
111,-7.777777777777778,-129.4577122165462
112,-7.757757757757758,-216.32029167122735
113,-7.737737737737738,-76.26334840520718
114,-7.717717717717718,-183.68285553074026
115,-7.697697697697698,-128.68443632556534
116,-7.677677677677678,-119.9776809959687
117,-7.657657657657658,-173.6322373733818
118,-7.637637637637638,-133.7276235284888
119,-7.617617617617618,-116.87949971504372
120,-7.597597597597598,-142.7351558316461
121,-7.5775775775775776,-215.10140479103075
122,-7.5575575575575575,-143.8026991281035
123,-7.5375375375375375,-90.9868412126876
124,-7.5175175175175175,-190.63431880214347
125,-7.4974974974974975,-161.99568008825386
126,-7.4774774774774775,-174.8878713298622
127,-7.4574574574574575,-59.29143733519375
128,-7.4374374374374375,-116.77248119524592
129,-7.4174174174174174,-128.6548637197011
130,-7.397397397397397,-186.17261286694924
131,-7.377377377377377,-119.37129624791297
132,-7.357357357357357,-178.7154044959424
133,-7.337337337337337,-142.08030411053093
134,-7.317317317317317,-174.14521734282835
135,-7.297297297297297,-107.22032684251174
136,-7.277277277277277,-110.90950161921452
137,-7.257257257257257,-148.85897971101434
138,-7.237237237237237,-117.35663033106928
139,-7.217217217217217,-190.53086591045343
140,-7.197197197197197,-209.16937102458053
141,-7.177177177177177,-111.37345957489666
142,-7.157157157157157,-123.75375137962732
143,-7.137137137137137,-99.08804000294138
144,-7.117117117117117,-10.442338920661086
145,-7.097097097097097,-81.14332517552319
146,-7.077077077077077,-172.7838646311675
147,-7.057057057057057,-70.07510068866839
148,-7.037037037037037,-190.51213118198007
149,-7.017017017017017,-146.59449621637972
150,-6.996996996996997,-125.73348724526915
151,-6.976976976976977,-35.46802351197137
152,-6.956956956956957,-157.19424085212836
153,-6.936936936936937,-160.1073303056441
154,-6.916916916916917,-122.54447261252808
155,-6.896896896896897,-149.63971905135674
156,-6.876876876876877,-58.98545822120853
157,-6.856856856856857,-168.17274651713092
158,-6.836836836836837,-170.41596359893987
159,-6.816816816816817,-133.80731212988633
160,-6.796796796796797,-135.69910630427043
161,-6.776776776776776,-13.209425846362734
162,-6.756756756756756,-61.11087977690307
163,-6.736736736736736,-103.10757238618855
164,-6.716716716716716,-167.66742340334716
165,-6.696696696696696,-63.095286250141505
166,-6.676676676676676,-154.24924057792236
167,-6.656656656656656,-180.40929264325098
168,-6.636636636636636,-42.70871516823829
169,-6.616616616616616,-85.20971948450634
170,-6.596596596596596,-53.96770842787156
171,-6.576576576576576,-83.03519667504914
172,-6.556556556556556,-55.098084529333065
173,-6.536536536536536,-129.46601261657793
174,-6.516516516516516,-147.60905082058798
175,-6.496496496496496,-60.806392477624684
176,-6.476476476476476,-134.0528210691421
177,-6.456456456456456,-127.3630319529627
178,-6.436436436436436,-114.67233511043675
179,-6.416416416416416,-90.03885644440375
180,-6.396396396396396,-107.63652793924359
181,-6.376376376376376,-157.71530447606474
182,-6.356356356356356,-120.18643275094007
183,-6.336336336336336,-198.22028432804174
184,-6.316316316316316,-54.83998550423478
185,-6.296296296296296,-165.2626653338099
186,-6.276276276276276,-139.4439431097338
187,-6.256256256256256,-80.68826077491747
188,-6.236236236236236,-119.35312409985866
189,-6.216216216216216,-4.309400922810681
190,-6.196196196196196,-145.1948053905578
191,-6.176176176176176,-66.29789437440333
192,-6.156156156156156,-80.71968134480932
193,-6.136136136136136,-136.27191849401714
194,-6.116116116116116,-50.82169026369881
195,-6.096096096096096,-84.68767197239035
196,-6.076076076076076,-36.65218833710401
197,-6.056056056056056,-33.20437297948397
198,-6.036036036036036,34.637871785251264
199,-6.016016016016016,-5.84832935716156
200,-5.995995995995996,-90.2910519532423
201,-5.975975975975976,-82.96456016685221
202,-5.955955955955956,-15.182646658288533
203,-5.935935935935936,-36.57882494161089
204,-5.915915915915916,-36.518155986321844
205,-5.895895895895896,-148.56156703642364
206,-5.875875875875876,-68.1253912145848
207,-5.8558558558558556,-103.01221420060985
208,-5.8358358358358355,-51.32226203363801
209,-5.8158158158158155,-69.4400501410652
210,-5.7957957957957955,-18.243815282903682
211,-5.7757757757757755,-47.118247239938555
212,-5.7557557557557555,-22.89530041723537
213,-5.7357357357357355,-84.77131302172774
214,-5.7157157157157155,-107.91742571001117
215,-5.6956956956956954,-80.44842329817158
216,-5.675675675675675,-60.05383197769485
217,-5.655655655655655,-39.50812000393634
218,-5.635635635635635,55.23084647743988
219,-5.615615615615615,-59.12232762174763
220,-5.595595595595595,-104.08753967902334
221,-5.575575575575575,-72.87612461693473
222,-5.555555555555555,-78.04948323161884
223,-5.535535535535535,-30.09413789561321
224,-5.515515515515515,-130.51244373696898
225,-5.495495495495495,-49.61970500850762
226,-5.475475475475475,-44.273495725232685
227,-5.455455455455455,-39.81157084751143
228,-5.435435435435435,-80.61398419671941
229,-5.415415415415415,-61.977559310935746
230,-5.395395395395395,-120.62352026155992
231,-5.375375375375375,-73.43115680931054
232,-5.355355355355355,-75.25858603912957
233,-5.335335335335335,-26.668997218496326
234,-5.315315315315315,-104.64222203997402
235,-5.295295295295295,-7.140385832582105
236,-5.275275275275275,29.15118035753489
237,-5.255255255255255,-148.45059547426607
238,-5.235235235235235,-23.022222376700185
239,-5.215215215215215,-9.879065119424382
240,-5.195195195195195,-74.99109529505097
241,-5.175175175175175,-62.383056999409405
242,-5.155155155155155,-48.569138474730245
243,-5.135135135135135,-56.225693852620516
244,-5.115115115115115,-56.203211524636295
245,-5.095095095095095,-123.97451540897531
246,-5.075075075075075,18.015166368177262
247,-5.055055055055055,14.947130266198329
248,-5.035035035035035,-79.13967637453433
249,-5.015015015015015,-111.23559642500462
250,-4.994994994994995,-11.309281302524713
251,-4.974974974974975,-65.60527310368442
252,-4.954954954954955,-29.176746260301158
253,-4.934934934934935,-51.70451135020021
254,-4.914914914914915,-0.6299711871934619
255,-4.894894894894895,0.056622085332350025
256,-4.874874874874875,-70.43971441427587
257,-4.854854854854855,-102.81211361919748
258,-4.834834834834835,-112.27994196712191
259,-4.814814814814815,-2.1081712163615336
260,-4.794794794794795,-91.5692088805638
261,-4.774774774774775,-56.97113320207967
262,-4.754754754754755,-60.955026509451756
263,-4.734734734734735,-33.28161403203859
264,-4.714714714714715,-126.9860556022312
265,-4.694694694694695,-20.25681894912441
266,-4.674674674674675,-3.029724391436691
267,-4.654654654654655,-24.336517268521952
268,-4.634634634634635,-43.84007141441935
269,-4.614614614614615,-22.968666823785775
270,-4.594594594594595,-7.43401718979181
271,-4.574574574574575,-165.56835458240414
272,-4.554554554554555,71.29981747963402
273,-4.534534534534535,-6.552887780744911
274,-4.514514514514515,-58.24438975500001
275,-4.494494494494495,-44.742662781659824
276,-4.474474474474475,-0.08354113542987207
277,-4.454454454454455,-30.15604145705166
278,-4.434434434434435,-125.46983684654238
279,-4.414414414414415,79.69973028081797
280,-4.394394394394395,-28.645751283853777
281,-4.374374374374375,28.29162929522014
282,-4.354354354354355,-56.92224470924242
283,-4.334334334334335,54.89192027384492
284,-4.314314314314315,-7.2213381290779
285,-4.2942942942942945,9.28769307015314
286,-4.2742742742742745,-73.03750491343101
287,-4.2542542542542545,40.157752125195785
288,-4.2342342342342345,14.462406386696305
289,-4.2142142142142145,45.43053050099932
290,-4.1941941941941945,-50.70370368049643
291,-4.1741741741741745,-42.99246785443891
292,-4.1541541541541545,96.60871928014464
293,-4.134134134134134,-71.23810378030944
294,-4.114114114114114,-24.68916401371017
295,-4.094094094094094,39.294377591540396
296,-4.074074074074074,-12.32657486274577
297,-4.054054054054054,12.268130950332235
298,-4.034034034034034,-36.52280729612556
299,-4.014014014014014,2.2775868290835355
300,-3.9939939939939944,-81.23042674288581
301,-3.9739739739739743,67.31957244158909
302,-3.9539539539539543,-21.182017897177637
303,-3.9339339339339343,-48.97353258810477
304,-3.9139139139139143,18.659796391880334
305,-3.8938938938938943,-37.39398690239196
306,-3.8738738738738743,-80.77344135600244
307,-3.8538538538538543,-81.1027696861503
308,-3.8338338338338342,21.211554342463263
309,-3.8138138138138142,-21.169792308346366
310,-3.7937937937937942,-19.593999634519225
311,-3.773773773773774,41.25670732872128
312,-3.753753753753754,-68.69707072370971
313,-3.733733733733734,-48.61867716953635
314,-3.713713713713714,-31.061477078279054
315,-3.693693693693694,-6.836268026635142
316,-3.673673673673674,-13.402420638500493
317,-3.653653653653654,-25.381823911014532
318,-3.633633633633634,-13.86599217776979
319,-3.613613613613614,-15.900711160790845
320,-3.593593593593594,-46.26998546669863
321,-3.573573573573573,-50.69725350717764
322,-3.553553553553553,3.9168804910146804
323,-3.533533533533533,-54.119496063866656
324,-3.513513513513513,-67.20975652359614
325,-3.493493493493493,-24.728280829212295
326,-3.473473473473473,-16.772092776759333
327,-3.453453453453453,104.16898428607851
328,-3.433433433433433,-43.6840038243853
329,-3.413413413413413,38.928919993825446
330,-3.393393393393393,29.336871534316835
331,-3.373373373373373,-67.26150048341256
332,-3.353353353353353,31.05343404569193
333,-3.333333333333333,-66.6014394170733
334,-3.313313313313313,-140.16741829982664
335,-3.293293293293293,23.302588487928723
336,-3.273273273273273,-94.61565649730136
337,-3.253253253253253,15.914721976325174
338,-3.233233233233233,-40.64652991042242
339,-3.213213213213213,76.71448482744937
340,-3.193193193193193,47.3422830485262
341,-3.173173173173173,-28.57564694967679
342,-3.153153153153153,-40.12442098083357
343,-3.133133133133133,-66.26558401671218
344,-3.113113113113113,-27.439984597412824
345,-3.093093093093093,-19.246708478811986
346,-3.073073073073073,-23.301609219856015
347,-3.053053053053053,2.9273690109235497
348,-3.033033033033033,24.17448998173292
349,-3.013013013013013,12.884531465482132
350,-2.992992992992993,-42.65481531426926
351,-2.972972972972973,-76.18941772695729
352,-2.952952952952953,64.07175033929745
353,-2.932932932932933,-38.48504836114301
354,-2.9129129129129128,-36.48774116494509
355,-2.8928928928928928,-29.795699712381463
356,-2.8728728728728727,-95.75556135672964
357,-2.8528528528528527,-27.369286552788157
358,-2.8328328328328327,-27.324508231178854
359,-2.8128128128128127,27.802461600369707
360,-2.7927927927927927,31.831087818673865
361,-2.7727727727727727,-2.782097963984816
362,-2.7527527527527527,43.74037111623747
363,-2.7327327327327327,14.262288111976112
364,-2.7127127127127126,-3.4064643921096063
365,-2.6926926926926926,5.535191695893035
366,-2.6726726726726726,-11.935185406121452
367,-2.6526526526526526,-22.038692465610254
368,-2.6326326326326326,-15.578987602230958
369,-2.6126126126126126,-58.49133520919228
370,-2.5925925925925926,12.030518939543397
371,-2.5725725725725725,-51.55086030360582
372,-2.5525525525525525,40.28147834756797
373,-2.5325325325325325,-14.180686559135811
374,-2.5125125125125125,0.8570753125984543
375,-2.4924924924924925,23.16202937362506
376,-2.4724724724724725,30.721582762652243
377,-2.4524524524524525,-79.89181327964866
378,-2.4324324324324325,-11.62447624892273
379,-2.4124124124124124,42.80888040744485
380,-2.3923923923923924,-86.02822801505486
381,-2.3723723723723724,18.31613986062964
382,-2.3523523523523524,-113.75309319160367
383,-2.3323323323323324,-52.029248590190086
384,-2.3123123123123124,1.0965936942829844
385,-2.2922922922922924,-83.60369523339718
386,-2.2722722722722724,-49.978437879192406
387,-2.2522522522522523,-74.23154283181766
388,-2.2322322322322323,81.82815617426235
389,-2.2122122122122123,7.6921169190941745
390,-2.1921921921921923,27.902704248668694
391,-2.1721721721721723,-11.539937755805862
392,-2.1521521521521523,-18.023953479238333
393,-2.1321321321321323,-81.12404493836287
394,-2.1121121121121122,-14.841935188595661
395,-2.0920920920920922,-38.27614719598911
396,-2.0720720720720722,42.74147611833354
397,-2.052052052052052,56.94549988119438
398,-2.032032032032032,73.26280317924214
399,-2.012012012012012,42.60328350557523
400,-1.9919919919919913,-29.916808829748263
401,-1.9719719719719713,-55.74035337367998
402,-1.9519519519519513,38.424693410728274
403,-1.9319319319319312,17.941668174562416
404,-1.9119119119119112,-88.26592361994557
405,-1.8918918918918912,17.967562876680685
406,-1.8718718718718712,40.95046547424429
407,-1.8518518518518512,3.200305776207953
408,-1.8318318318318312,-8.970530337004174
409,-1.8118118118118112,-40.07354526981322
410,-1.7917917917917912,-71.99250689627372
411,-1.7717717717717711,40.37312166528185
412,-1.7517517517517511,-15.074830706282235
413,-1.7317317317317311,-11.271078921076526
414,-1.711711711711711,87.05839548779609
415,-1.691691691691691,34.66621690460092
416,-1.671671671671671,19.000004551713367
417,-1.651651651651651,7.578229251396049
418,-1.631631631631631,76.49008218520228
419,-1.611611611611611,86.48384439525034
420,-1.591591591591591,46.99253827073588
421,-1.571571571571571,29.640303805910623
422,-1.551551551551551,-104.19037584595756
423,-1.531531531531531,6.735512915584864
424,-1.511511511511511,-5.947330932846999
425,-1.491491491491491,5.26326197455836
426,-1.471471471471471,47.72449682750484
427,-1.451451451451451,-136.40604164219832
428,-1.431431431431431,-27.883105328383415
429,-1.411411411411411,14.081476164100263
430,-1.391391391391391,-22.75315329740532
431,-1.3713713713713709,-70.25418747453105
432,-1.3513513513513509,44.040439363693544
433,-1.3313313313313309,14.436183880899002
434,-1.3113113113113108,-47.96311555908158
435,-1.2912912912912908,16.331722440439354
436,-1.2712712712712708,41.66814601774316
437,-1.2512512512512508,0.8507639520705705
438,-1.2312312312312308,40.610940123889705
439,-1.2112112112112108,4.491598191192686
440,-1.1911911911911908,-19.18762498116168
441,-1.1711711711711708,-57.40259764017229
442,-1.1511511511511507,-3.7341127585248137
443,-1.1311311311311307,10.270487356686253
444,-1.1111111111111107,44.34033492435969
445,-1.0910910910910907,-5.214354590374859
446,-1.0710710710710707,23.403610804571457
447,-1.0510510510510507,-47.706444790942726
448,-1.0310310310310307,-38.61643867858019
449,-1.0110110110110107,-5.014020734521124
450,-0.9909909909909906,-52.235967919281165
451,-0.9709709709709706,41.49746824061315
452,-0.9509509509509506,23.630848038126558
453,-0.9309309309309306,14.418033165187774
454,-0.9109109109109106,17.397046827427257
455,-0.8908908908908906,101.4923205817751
456,-0.8708708708708706,-23.015034557914852
457,-0.8508508508508505,-109.65610263758452
458,-0.8308308308308305,10.36853681555808
459,-0.8108108108108105,-2.139282135639807
460,-0.7907907907907905,-25.497862590806537
461,-0.7707707707707705,-48.57635805824902
462,-0.7507507507507505,-21.607420980592124
463,-0.7307307307307305,9.405795667226325
464,-0.7107107107107105,-24.815218759833233
465,-0.6906906906906904,120.9349893567222
466,-0.6706706706706704,-47.72625348145463
467,-0.6506506506506504,-39.37024712894166
468,-0.6306306306306304,-114.15870633032995
469,-0.6106106106106104,12.833234415287503
470,-0.5905905905905904,-100.5745323299593
471,-0.5705705705705704,-26.7400557387302
472,-0.5505505505505504,-13.563858381774459
473,-0.5305305305305303,-35.27959791139591
474,-0.5105105105105103,87.13772997894999
475,-0.4904904904904903,49.90129916000042
476,-0.4704704704704703,66.12611873217459
477,-0.4504504504504503,-43.963734780516226
478,-0.4304304304304303,56.575100581749815
479,-0.41041041041041026,24.933919933563228
480,-0.39039039039039025,38.692953433997396
481,-0.37037037037037024,51.583713018674
482,-0.3503503503503502,-45.33691887130174
483,-0.3303303303303302,-21.124785435249883
484,-0.3103103103103102,43.21115277908525
485,-0.2902902902902902,-132.70891735289896
486,-0.2702702702702702,75.72957906400467
487,-0.25025025025025016,27.71139241367627
488,-0.23023023023023015,-2.2382938611618046
489,-0.21021021021021014,11.064926701005911
490,-0.19019019019019012,-51.464031666115595
491,-0.1701701701701701,-17.470674226903096
492,-0.1501501501501501,55.0350694059669
493,-0.13013013013013008,64.91693066497675
494,-0.11011011011011007,134.82265936402777
495,-0.09009009009009006,-3.688482685378967
496,-0.07007007007007005,-32.92291054106128
497,-0.05005005005005003,-25.709255977365054
498,-0.03003003003003002,-50.901205502245766
499,-0.010010010010010006,-3.892638098245142
500,0.010010010010010006,19.136722202416813
501,0.03003003003003002,-1.7111986833129538
502,0.05005005005005003,54.81990997867556
503,0.07007007007007005,-11.705708236976484
504,0.09009009009009006,-17.36405080490507
505,0.11011011011011007,-29.050632106168138
506,0.13013013013013008,-81.61369065885508
507,0.1501501501501501,-78.36414857519068
508,0.1701701701701701,-58.92647476080504
509,0.19019019019019012,65.11101570079397
510,0.21021021021021014,44.81184639630249
511,0.23023023023023015,68.80731106562328
512,0.25025025025025016,-66.54012155752153
513,0.2702702702702702,-98.34831738666148
514,0.2902902902902902,-32.9063163972782
515,0.3103103103103102,8.90218042950846
516,0.3303303303303302,25.061654386118473
517,0.3503503503503502,52.542855107732954
518,0.37037037037037024,14.376560383321662
519,0.39039039039039025,87.31559234644476
520,0.41041041041041026,-10.927283253834661
521,0.4304304304304303,-45.42881754723016
522,0.4504504504504503,-83.81230570507935
523,0.4704704704704703,-44.1751578946989
524,0.4904904904904903,12.405480297553881
525,0.5105105105105103,-44.108867011222586
526,0.5305305305305303,47.19324808346437
527,0.5505505505505504,71.0029287730418
528,0.5705705705705704,-118.06091963932258
529,0.5905905905905904,43.654410456241976
530,0.6106106106106104,-111.49352596171697
531,0.6306306306306304,20.598047068697074
532,0.6506506506506504,61.80459974162529
533,0.6706706706706704,3.8434380139717295
534,0.6906906906906904,-63.342656779333176
535,0.7107107107107105,-28.586957057544463
536,0.7307307307307305,-12.353211690211761
537,0.7507507507507505,-8.337040919506789
538,0.7707707707707705,-9.321801785873692
539,0.7907907907907905,-4.6215283505802685
540,0.8108108108108105,11.597935874920324
541,0.8308308308308305,-59.451649918477784
542,0.8508508508508505,-11.069058790167121
543,0.8708708708708706,77.00171582482312
544,0.8908908908908906,-18.085040505716382
545,0.9109109109109106,-20.98412784915683
546,0.9309309309309306,55.17988503647465
547,0.9509509509509506,-126.62494946717199
548,0.9709709709709706,60.469422942971825
549,0.9909909909909906,-30.126516891777275
550,1.0110110110110107,9.73527093457708
551,1.0310310310310307,6.427098657161594
552,1.0510510510510507,48.80866668910702
553,1.0710710710710707,-11.618181326718638
554,1.0910910910910907,-32.061348374092304
555,1.1111111111111107,66.81272849003093
556,1.1311311311311307,-116.2056160398287
557,1.1511511511511507,3.1045814407995787
558,1.1711711711711708,-65.22141548691448
559,1.1911911911911908,-35.81462065644101
560,1.2112112112112108,102.91830983637469
561,1.2312312312312308,0.2193894143856312
562,1.2512512512512508,12.298612607982172
563,1.2712712712712708,-86.4347419102136
564,1.2912912912912908,-33.70822875645349
565,1.3113113113113108,12.674831783642574
566,1.3313313313313309,20.69018229463721
567,1.3513513513513509,33.90436365040841
568,1.3713713713713709,3.6015956405308867
569,1.391391391391391,29.63302642557632
570,1.411411411411411,26.08700155924671
571,1.431431431431431,-87.97152600957274
572,1.451451451451451,5.48589201006902
573,1.471471471471471,42.15338450796507
574,1.491491491491491,33.377484269829075
575,1.511511511511511,-14.181623176514073
576,1.531531531531531,-36.13956491672729
577,1.551551551551551,-51.64074949618724
578,1.571571571571571,-2.1421004039411518
579,1.591591591591591,61.20303887007673
580,1.611611611611611,-92.90000012515799
581,1.631631631631631,-28.160482070706735
582,1.651651651651651,-52.00935540656572
583,1.671671671671671,44.37809393010586
584,1.691691691691691,-22.433001330729056
585,1.711711711711711,-18.09430508155693
586,1.7317317317317311,-5.2519430715674
587,1.7517517517517511,28.026039411967318
588,1.7717717717717711,-13.699323683267746
589,1.7917917917917912,-146.22034517162712
590,1.8118118118118112,33.42203954121302
591,1.8318318318318312,28.381210390363947
592,1.8518518518518512,-4.372367171272857
593,1.8718718718718712,-47.4184967740375
594,1.8918918918918912,24.554042155788242
595,1.9119119119119112,26.11159208069468
596,1.9319319319319312,-16.163949456755223
597,1.9519519519519513,-3.307875011792838
598,1.9719719719719713,-38.784974134069756
599,1.9919919919919913,-1.0092784284470575
600,2.0120120120120113,-69.40076911372643
601,2.0320320320320313,29.190382009466962
602,2.0520520520520513,-38.686995840868335
603,2.0720720720720713,20.64684283162098
604,2.0920920920920913,-61.342910564398494
605,2.1121121121121114,-20.330780094013093
606,2.1321321321321314,3.867840110255476
607,2.1521521521521514,-73.41910678005851
608,2.1721721721721714,15.60024027817108
609,2.1921921921921914,-8.884155285014556
610,2.2122122122122114,-76.81077329146731
611,2.2322322322322314,-54.61782579226718
612,2.2522522522522515,41.04107707829734
613,2.2722722722722715,55.80714283122585
614,2.2922922922922915,4.681716034906426
615,2.3123123123123115,31.76660095909351
616,2.3323323323323315,22.975632790940992
617,2.3523523523523515,28.523154007116382
618,2.3723723723723715,76.60338560952961
619,2.3923923923923915,-62.7799001489175
620,2.4124124124124116,46.662569109798355
621,2.4324324324324316,-5.987700261468559
622,2.4524524524524516,2.176742198474095
623,2.4724724724724716,-1.4421057779910793
624,2.4924924924924916,-4.802508742378572
625,2.5125125125125116,-47.066697568181006
626,2.5325325325325316,23.702159570639704
627,2.5525525525525516,98.3782855626418
628,2.5725725725725717,12.324288016994249
629,2.5925925925925917,15.365386891848564
630,2.6126126126126117,-18.62269389497625
631,2.6326326326326317,10.1800925934315
632,2.6526526526526517,39.67767025688957
633,2.6726726726726717,-1.8232528776631014
634,2.6926926926926917,-5.677797459020706
635,2.7127127127127117,37.503206343570525
636,2.7327327327327318,-28.22862103576748
637,2.7527527527527518,30.632174378897034
638,2.772772772772772,59.363269980229376
639,2.792792792792792,86.68857988761786
640,2.812812812812812,14.520184792806422
641,2.8328328328328336,87.77146323866856
642,2.8528528528528536,71.46861947490106
643,2.8728728728728736,-29.701751082278395
644,2.8928928928928936,-40.423032902831196
645,2.9129129129129137,5.5950025519027164
646,2.9329329329329337,72.663554941554
647,2.9529529529529537,17.98035397253302
648,2.9729729729729737,-8.055897249955532
649,2.9929929929929937,99.97579223358547
650,3.0130130130130137,37.09991061751541
651,3.0330330330330337,-92.87955012588695
652,3.0530530530530537,39.40812095684224
653,3.0730730730730738,49.95651895370871
654,3.0930930930930938,35.643816208222134
655,3.113113113113114,47.262404504456526
656,3.133133133133134,21.83097987573036
657,3.153153153153154,-40.3025034383579
658,3.173173173173174,7.509212569976558
659,3.193193193193194,-20.804637322429613
660,3.213213213213214,-19.72451225053867
661,3.233233233233234,-35.7998381505845
662,3.253253253253254,50.423769205558656
663,3.273273273273274,33.14457043909702
664,3.293293293293294,6.2966810273061
665,3.313313313313314,-3.3019997621713273
666,3.333333333333334,28.458474378557035
667,3.353353353353354,84.05890865495489
668,3.373373373373374,-69.63723721935106
669,3.393393393393394,49.89660866311127
670,3.413413413413414,4.251299815501415
671,3.433433433433434,-62.203371933761765
672,3.453453453453454,-64.76528206902681
673,3.473473473473474,-12.620396796348281
674,3.493493493493494,44.49813964074265
675,3.513513513513514,53.684694682342204
676,3.533533533533534,-12.403618254587023
677,3.553553553553554,85.91547268179073
678,3.573573573573574,106.73763507676591
679,3.593593593593594,55.92192511877083
680,3.613613613613614,7.081720652813853
681,3.633633633633634,93.41221806545296
682,3.653653653653654,75.50561911639946
683,3.673673673673674,81.65597516300349
684,3.693693693693694,6.017409949577399
685,3.713713713713714,-102.32689954966924
686,3.733733733733734,145.80587578932136
687,3.753753753753754,-40.00680539898334
688,3.773773773773774,39.3248163683263
689,3.7937937937937942,160.7319319117414
690,3.8138138138138142,58.81030982762586
691,3.8338338338338342,90.33599070085322
692,3.8538538538538543,-31.648555019084696
693,3.8738738738738743,-44.809032369455394
694,3.8938938938938943,18.047677247794876
695,3.9139139139139143,99.83428868249825
696,3.9339339339339343,28.60382239901059
697,3.9539539539539543,6.8095033271504235
698,3.9739739739739743,57.07026432821369
699,3.9939939939939944,101.90482112810344
700,4.014014014014014,-23.797185380974383
701,4.034034034034034,-11.429932697695968
702,4.054054054054054,10.316798858248369
703,4.074074074074074,105.14090110617818
